timestamps,open,high,low,close,volume,amount
2026-04-27 09:30:00-04:00,156.1699981689453,160.94000244140625,155.5399932861328,159.1300048828125,8526519,0
2026-04-27 09:35:00-04:00,159.1300048828125,159.2198944091797,157.39999389648438,157.83999633789062,1544181,0
2026-04-27 09:40:00-04:00,157.8000030517578,158.26499938964844,153.7100067138672,154.10000610351562,1481001,0
2026-04-27 09:45:00-04:00,154.1300048828125,154.71719360351562,151.7100067138672,151.78500366210938,1359851,0
2026-04-27 09:50:00-04:00,151.75,153.38999938964844,151.5601043701172,152.75999450683594,1100484,0
2026-04-27 09:55:00-04:00,152.75999450683594,153.11000061035156,151.78500366210938,152.1300048828125,955854,0
2026-04-27 10:00:00-04:00,152.16000366210938,153.4499969482422,151.39999389648438,151.46499633789062,1113697,0
2026-04-27 10:05:00-04:00,151.50999450683594,151.61000061035156,149.42999267578125,149.67990112304688,1377337,0
2026-04-27 10:10:00-04:00,149.66000366210938,150.0980987548828,149.07000732421875,149.5500946044922,885663,0
2026-04-27 10:15:00-04:00,149.63999938964844,149.8800048828125,148.92999267578125,149.0399932861328,680237,0
2026-04-27 10:20:00-04:00,148.99000549316406,149.71780395507812,148.39999389648438,148.52169799804688,730330,0
2026-04-27 10:25:00-04:00,148.58999633789062,148.7989959716797,148.07310485839844,148.2100067138672,588132,0
2026-04-27 10:30:00-04:00,148.21499633789062,148.97999572753906,148.02000427246094,148.83999633789062,445653,0
2026-04-27 10:35:00-04:00,148.8000030517578,149.16000366210938,148.33999633789062,148.55999755859375,512866,0
2026-04-27 10:40:00-04:00,148.6300048828125,148.8000030517578,147.6999969482422,148.27999877929688,531751,0
2026-04-27 10:45:00-04:00,148.35000610351562,149.27999877929688,148.25,149.00999450683594,553155,0
2026-04-27 10:50:00-04:00,149.00999450683594,149.66000366210938,148.52999877929688,148.5749969482422,507149,0
2026-04-27 10:55:00-04:00,148.60000610351562,148.66000366210938,147.60150146484375,147.875,572914,0
2026-04-27 11:00:00-04:00,147.85000610351562,148.3249969482422,147.6699981689453,147.85000610351562,350251,0
2026-04-27 11:05:00-04:00,147.85000610351562,147.9600067138672,147.0500030517578,147.63999938964844,768036,0
2026-04-27 11:10:00-04:00,147.58999633789062,147.86000061035156,147.25,147.60159301757812,292214,0
2026-04-27 11:15:00-04:00,147.67999267578125,148.5500030517578,147.60000610351562,148.44500732421875,350028,0
2026-04-27 11:20:00-04:00,148.44000244140625,148.6999969482422,148.1009063720703,148.18499755859375,261746,0
2026-04-27 11:25:00-04:00,148.14999389648438,148.69000244140625,148.0800018310547,148.3800048828125,289169,0
2026-04-27 11:30:00-04:00,148.3699951171875,149.30499267578125,148.35000610351562,148.94000244140625,348287,0
2026-04-27 11:35:00-04:00,148.9499969482422,149.1999969482422,148.49000549316406,148.60499572753906,338978,0
2026-04-27 11:40:00-04:00,148.55999755859375,148.7100067138672,147.8800048828125,148.11000061035156,258751,0
2026-04-27 11:45:00-04:00,148.13999938964844,148.606201171875,148.09010314941406,148.27000427246094,210985,0
2026-04-27 11:50:00-04:00,148.27000427246094,148.38999938964844,147.9199981689453,148.1300048828125,196995,0
2026-04-27 11:55:00-04:00,148.1300048828125,148.38699340820312,147.89999389648438,148.19500732421875,196648,0
2026-04-27 12:00:00-04:00,148.16000366210938,148.6649932861328,148.0800018310547,148.5800018310547,203586,0
2026-04-27 12:05:00-04:00,148.58999633789062,149.10000610351562,148.58999633789062,149.0301055908203,263889,0
2026-04-27 12:10:00-04:00,149.07000732421875,149.3000030517578,148.58999633789062,149.24000549316406,425801,0
2026-04-27 12:15:00-04:00,149.22000122070312,149.40989685058594,148.85000610351562,149.34500122070312,272664,0
2026-04-27 12:20:00-04:00,149.34500122070312,149.59939575195312,149.00999450683594,149.05999755859375,274765,0
2026-04-27 12:25:00-04:00,149.05499267578125,149.2657012939453,148.83999633789062,149.00999450683594,242337,0
2026-04-27 12:30:00-04:00,149.0399932861328,149.3300018310547,148.92999267578125,149.14999389648438,166133,0
2026-04-27 12:35:00-04:00,149.14999389648438,149.3000030517578,148.9499969482422,149.08999633789062,162701,0
2026-04-27 12:40:00-04:00,149.05499267578125,149.64999389648438,149.0500030517578,149.05999755859375,308955,0
2026-04-27 12:45:00-04:00,149.05999755859375,149.2989959716797,148.86000061035156,149.01010131835938,236363,0
2026-04-27 12:50:00-04:00,149.0449981689453,149.1199951171875,148.8000030517578,148.91000366210938,177072,0
2026-04-27 12:55:00-04:00,148.9149932861328,149.3000030517578,148.72300720214844,149.21499633789062,155816,0
2026-04-27 13:00:00-04:00,149.21499633789062,149.55999755859375,149.19500732421875,149.52000427246094,221630,0
2026-04-27 13:05:00-04:00,149.5399932861328,149.68780517578125,149.13999938964844,149.19000244140625,239596,0
2026-04-27 13:10:00-04:00,149.17999267578125,149.37620544433594,148.89999389648438,149.00999450683594,148407,0
2026-04-27 13:15:00-04:00,149.0299072265625,149.0399932861328,148.52450561523438,148.94000244140625,203212,0
2026-04-27 13:20:00-04:00,148.9250030517578,149.0399932861328,148.7100067138672,148.85499572753906,140958,0
2026-04-27 13:25:00-04:00,148.83999633789062,149.10000610351562,148.7550048828125,148.860107421875,159195,0
2026-04-27 13:30:00-04:00,148.86000061035156,149.3000030517578,148.86000061035156,149.22000122070312,152419,0
2026-04-27 13:35:00-04:00,149.22999572753906,149.3800048828125,149.06500244140625,149.13999938964844,138775,0
2026-04-27 13:40:00-04:00,149.13499450683594,149.27000427246094,148.97000122070312,149.25999450683594,126727,0
2026-04-27 13:45:00-04:00,149.25999450683594,149.4600067138672,149.20010375976562,149.22999572753906,206683,0
2026-04-27 13:50:00-04:00,149.22000122070312,149.3800048828125,149.00999450683594,149.21499633789062,182481,0
